huisnummer;postcode;woonplaats;lat;lon
14;7411KB;Deventer;52.2510382001791;6.15598656261838
8;8011SJ;Zwolle;52.5107900869925;6.0975307844067
123;8022TD;Zwolle;52.5240834024532;6.111574534744671
6;8261HD;Kampen;52.5548804431165;5.9187242866320195
48;8261HD;Kampen;52.555951824823;5.917197776567019
31;8265TD;Kampen;52.5370490096681;5.9090589031223395
9;8265ZE;Kampen;52.5464104402495;5.911158880090441
12;7411PW;Deventer;52.2547036668914;6.1548240657859505
31;8265CV;Kampen;52.5514380824782;5.904940103898849
34;7413RL;Deventer;52.2641747102174;6.15303078603495
25;7422MJ;Deventer;52.24842308829739;6.2092015357190595
72;8033DP;Zwolle;52.538722300196895;6.1084979872771505
9;8265NC;Kampen;52.535765628094595;5.913076158830889
47;7424EJ;Deventer;52.2634165946101;6.21222793645908
106;7415DC;Deventer;52.269207332698706;6.16405975043677
23;7411KA;Deventer;52.250888175752294;6.1570179211714
21;7422NT;Deventer;52.2464927660616;6.21081058702747
19;8021ET;Zwolle;52.51705542917439;6.08813092215976
57;8021XP;Zwolle;52.519510890545206;6.0978386452701905
71;7413WV;Deventer;52.257131988608705;6.16344046146981
670;8031CN;Zwolle;52.529604200873095;6.0810850041148194
43;7421AS;Deventer;52.244060947330105;6.220493446129731
5;7424HB;Deventer;52.2673592207728;6.22336733735031
172;8265AH;Kampen;52.5508640183571;5.9114081268711995
50;8042CC;Zwolle;52.523080035434894;6.05025136530241
51;8265ZX;Kampen;52.54822341938271;5.90743549575807
22;8262CW;Kampen;52.5621505812708;5.90516886014305
130;7415VX;Deventer;52.27359650296829;6.16315536750109
420;8265AR;Kampen;52.54952306330621;5.91267444097693
170;7425EA;Deventer;52.2581904039624;6.22683666629556
355;8022TL;Zwolle;52.52420418607329;6.11530936026045
50;8043JH;Zwolle;52.539987647916895;6.06494145973521
20;8265EN;Kampen;52.5545838258844;5.90151292882993
20;7421DC;Deventer;52.24230710681189;6.20911317808584
46;8033DE;Zwolle;52.5398670683695;6.108432022645741
14;8031ZM;Zwolle;52.5247388824659;6.08966942223657
17;8264DV;Kampen;52.5580989315765;5.89430027042583
2;8032AJ;Zwolle;52.525345002684205;6.102331979676441
35;8014CC;Zwolle;52.4914669942618;6.10941241413406
192;8266GN;Kampen;52.545577409586;5.923056417154791
10;8262CW;Kampen;52.5614646096521;5.904136703354009
